,neighbourhood,date,id,listing_url,scrape_id,last_scraped,name,summary,space,description,experiences_offered,neighborhood_overview,notes,transit,access,interaction,house_rules,thumbnail_url,medium_url,picture_url,xl_picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,street,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price_x,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,jurisdiction_names,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,listing_id,available,price_y
0,Allston-Brighton,2016-09-30,1901,1901,1901,1901,1901,1871,1522,1901,1901,1259,1075,1323,1266,1336,1350,1459,1459,1901,1459,1901,1901,1901,1901,1901,1280,1778,1778,1778,1901,1901,1901,1901,1901,1901,1901,1901,1901,1901,1901,0,1901,1901,1901,1830,1901,1901,1901,1901,1901,1901,1898,1901,1901,1901,1901,1901,1901,1901,28,1901,585,555,661,1456,1901,1901,1901,1901,1901,0,1901,1901,1901,1901,1901,1901,1373,1373,1251,1251,1251,1251,1251,1251,1251,1901,0,0,1901,1901,1901,1901,1901,1373,1901,1901,1901
1,Allston-Brighton,2016-10-31,3558,3558,3558,3558,3558,3513,2850,3558,3558,2452,2103,2585,2611,2612,2647,2855,2855,3558,2855,3558,3558,3558,3558,3558,2348,3403,3403,3403,3558,3558,3558,3558,3558,3558,3558,3558,3558,3558,3558,0,3558,3558,3558,3467,3558,3558,3558,3558,3558,3558,3552,3558,3558,3558,3558,3558,3558,3558,35,3558,1300,1178,1319,2644,3558,3558,3558,3558,3558,0,3558,3558,3558,3558,3558,3558,2713,2713,2548,2548,2548,2548,2548,2548,2548,3558,0,0,3558,3558,3558,3558,3558,2713,3558,3558,3558
2,Allston-Brighton,2016-11-30,4575,4575,4575,4575,4575,4499,3674,4575,4575,3082,2604,3245,3377,3338,3486,3838,3838,4575,3838,4575,4575,4575,4575,4575,3021,4399,4399,4399,4575,4575,4575,4575,4575,4575,4575,4575,4575,4575,4575,0,4575,4575,4575,4485,4575,4575,4575,4575,4575,4575,4545,4575,4575,4575,4575,4575,4575,4575,76,4575,1784,1653,1587,3399,4575,4575,4575,4575,4575,0,4575,4575,4575,4575,4575,4575,3689,3689,3531,3528,3531,3531,3531,3531,3531,4575,0,0,4575,4575,4575,4575,4575,3689,4575,4575,4575
3,Allston-Brighton,2016-12-31,4393,4393,4393,4393,4393,4312,3608,4393,4393,2915,2628,3064,3306,3151,3427,3661,3661,4393,3661,4393,4393,4393,4393,4393,2903,4182,4182,4182,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,0,4393,4393,4393,4300,4393,4393,4393,4393,4393,4393,4389,4393,4393,4393,4393,4393,4393,4393,93,4393,1901,1804,1714,3416,4393,4393,4393,4393,4393,0,4393,4393,4393,4393,4393,4393,3620,3620,3492,3488,3492,3492,3492,3492,3492,4393,0,0,4393,4393,4393,4393,4393,3620,4393,4393,4393
4,Allston-Brighton,2017-01-31,4949,4949,4949,4949,4949,4794,4084,4949,4949,3233,2936,3503,3726,3592,3830,4099,4099,4949,4099,4949,4949,4949,4949,4949,3321,4701,4701,4701,4949,4949,4949,4949,4949,4949,4949,4949,4949,4949,4949,0,4949,4949,4949,4856,4949,4949,4949,4949,4949,4949,4949,4949,4949,4949,4949,4949,4949,4949,124,4949,2177,2112,1975,3646,4949,4949,4949,4949,4949,0,4949,4949,4949,4949,4949,4949,4229,4229,4105,4105,4105,4105,4105,4105,4105,4949,0,0,4949,4949,4949,4949,4949,4229,4949,4949,4949
5,Allston-Brighton,2017-02-28,4478,4478,4478,4478,4478,4338,3659,4478,4478,2883,2604,3163,3407,3215,3419,3722,3722,4478,3722,4478,4478,4478,4478,4478,2980,4254,4254,4254,4478,4478,4478,4478,4478,4478,4478,4478,4478,4478,4478,0,4478,4478,4478,4394,4478,4478,4478,4478,4478,4478,4478,4478,4478,4478,4478,4478,4478,4478,112,4478,1979,1944,1739,3295,4478,4478,4478,4478,4478,0,4478,4478,4478,4478,4478,4478,3838,3838,3726,3726,3726,3726,3726,3726,3726,4478,0,0,4478,4478,4478,4478,4478,3838,4478,4478,4478
6,Allston-Brighton,2017-03-31,4436,4436,4436,4436,4436,4281,3587,4436,4436,2827,2425,3045,3308,3107,3362,3626,3626,4436,3626,4436,4436,4436,4436,4436,2924,4188,4188,4188,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,0,4436,4436,4436,4343,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,124,4436,1904,1873,1879,3210,4436,4436,4436,4436,4436,0,4436,4436,4436,4436,4436,4436,3750,3750,3626,3626,3626,3626,3626,3626,3626,4436,0,0,4436,4436,4436,4436,4436,3750,4436,4436,4436
7,Allston-Brighton,2017-04-30,4162,4162,4162,4162,4162,4012,3352,4162,4162,2641,2248,2851,3079,2911,3142,3381,3381,4162,3381,4162,4162,4162,4162,4162,2740,3922,3922,3922,4162,4162,4162,4162,4162,4162,4162,4162,4162,4162,4162,0,4162,4162,4162,4072,4162,4162,4162,4162,4162,4162,4162,4162,4162,4162,4162,4162,4162,4162,120,4162,1789,1757,1770,2991,4162,4162,4162,4162,4162,0,4162,4162,4162,4162,4162,4162,3500,3500,3380,3380,3380,3380,3380,3380,3380,4162,0,0,4162,4162,4162,4162,4162,3500,4162,4162,4162
8,Allston-Brighton,2017-05-31,4301,4301,4301,4301,4301,4146,3480,4301,4301,2745,2352,2962,3197,3018,3265,3442,3442,4301,3442,4301,4301,4301,4301,4301,2882,4053,4053,4053,4301,4301,4301,4301,4301,4301,4301,4301,4301,4301,4301,0,4301,4301,4301,4208,4301,4301,4301,4301,4301,4301,4301,4301,4301,4301,4301,4301,4301,4301,118,4301,1821,1800,1825,3068,4301,4301,4301,4301,4301,0,4301,4301,4301,4301,4301,4301,3622,3622,3498,3498,3498,3498,3498,3498,3498,4301,0,0,4301,4301,4301,4301,4301,3622,4301,4301,4301
9,Allston-Brighton,2017-06-30,4257,4257,4257,4257,4257,4107,3432,4257,4257,2712,2337,2922,3162,2982,3237,3432,3432,4257,3432,4257,4257,4257,4257,4257,2847,4032,4032,4032,4257,4257,4257,4257,4257,4257,4257,4257,4257,4257,4257,0,4257,4257,4257,4167,4257,4257,4257,4257,4257,4257,4257,4257,4257,4257,4257,4257,4257,4257,120,4257,1814,1784,1843,3057,4257,4257,4257,4257,4257,0,4257,4257,4257,4257,4257,4257,3597,3597,3477,3477,3477,3477,3477,3477,3477,4257,0,0,4257,4257,4257,4257,4257,3597,4257,4257,4257
10,Allston-Brighton,2017-07-31,4396,4396,4396,4396,4396,4241,3528,4396,4396,2784,2418,3001,3248,3063,3349,3559,3559,4396,3559,4396,4396,4396,4396,4396,2946,4179,4179,4179,4396,4396,4396,4396,4396,4396,4396,4396,4396,4396,4396,0,4396,4396,4396,4303,4396,4396,4396,4396,4396,4396,4396,4396,4396,4396,4396,4396,4396,4396,124,4396,1860,1829,1892,3156,4396,4396,4396,4396,4396,0,4396,4396,4396,4396,4396,4396,3713,3713,3589,3589,3589,3589,3589,3589,3589,4396,0,0,4396,4396,4396,4396,4396,3713,4396,4396,4396
11,Allston-Brighton,2017-08-31,4429,4429,4429,4429,4429,4274,3586,4429,4429,2831,2435,3059,3307,3110,3405,3565,3565,4429,3565,4429,4429,4429,4429,4429,2967,4197,4197,4197,4429,4429,4429,4429,4429,4429,4429,4429,4429,4429,4429,0,4429,4429,4429,4336,4429,4429,4429,4429,4429,4429,4429,4429,4429,4429,4429,4429,4429,4429,124,4429,1926,1880,1906,3158,4429,4429,4429,4429,4429,0,4429,4429,4429,4429,4429,4429,3736,3736,3612,3612,3612,3612,3612,3612,3612,4429,0,0,4429,4429,4429,4429,4429,3736,4429,4429,4429
12,Allston-Brighton,2017-09-30,721,721,721,721,721,696,587,721,721,463,392,506,542,507,561,567,567,721,567,721,721,721,721,721,479,682,682,682,721,721,721,721,721,721,721,721,721,721,721,0,721,721,721,706,721,721,721,721,721,721,721,721,721,721,721,721,721,721,20,721,318,308,300,512,721,721,721,721,721,0,721,721,721,721,721,721,606,606,586,586,586,586,586,582,586,721,0,0,721,721,721,721,721,606,721,721,721
13,Back Bay,2016-09-30,2127,2127,2127,2127,2127,1764,1851,2127,2127,1374,928,1334,906,1004,1478,1110,1110,2127,1110,2127,2127,2127,2127,2127,1495,2089,2089,2089,2127,2127,2127,2127,2127,2127,2127,2127,2127,2127,2127,0,2127,2127,2127,2119,2127,2127,2127,2127,2127,2127,2116,2127,2127,2127,2104,2127,2127,2127,89,2127,337,663,588,1463,2127,2127,2127,2127,2127,0,2127,2127,2127,2127,2127,2127,1673,1673,1596,1596,1596,1596,1596,1596,1573,2127,0,0,2127,2127,2127,2127,2127,1673,2127,2127,2127
14,Back Bay,2016-10-31,4259,4259,4259,4259,4259,3622,3573,4259,4259,2743,1832,2719,1983,2139,3013,2747,2747,4259,2747,4259,4259,4259,4259,4259,3022,4197,4197,4197,4259,4259,4259,4259,4259,4259,4259,4259,4259,4259,4259,0,4259,4259,4259,4246,4259,4259,4259,4259,4259,4259,4242,4259,4259,4259,4197,4259,4259,4259,158,4259,676,1234,1432,2975,4259,4259,4259,4259,4259,0,4259,4259,4259,4259,4259,4259,3359,3359,3262,3262,3262,3262,3262,3262,3231,4259,0,0,4259,4259,4259,4259,4259,3359,4259,4259,4259
15,Back Bay,2016-11-30,4907,4907,4907,4907,4907,4303,4093,4907,4907,3253,2263,3265,2467,2545,3580,3418,3418,4907,3418,4907,4907,4907,4907,4907,3466,4847,4847,4847,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,0,4907,4907,4907,4877,4907,4907,4907,4907,4907,4907,4880,4907,4907,4907,4852,4907,4907,4907,152,4907,805,1269,1734,3556,4907,4907,4907,4907,4907,0,4907,4907,4907,4907,4907,4907,3990,3990,3890,3890,3890,3890,3890,3890,3860,4907,0,0,4907,4907,4907,4907,4907,3990,4907,4907,4907
16,Back Bay,2016-12-31,5567,5567,5567,5567,5567,4861,4730,5567,5567,3680,2561,3686,2918,2901,4020,3951,3951,5567,3951,5567,5567,5567,5567,5567,4064,5464,5464,5464,5567,5567,5567,5567,5567,5567,5567,5567,5567,5567,5567,0,5567,5567,5567,5536,5567,5567,5567,5567,5567,5567,5536,5567,5567,5567,5478,5567,5567,5567,181,5567,904,1484,2014,4005,5567,5567,5567,5567,5567,0,5567,5567,5567,5567,5567,5567,4577,4577,4511,4511,4511,4511,4511,4511,4480,5567,0,0,5567,5567,5567,5567,5567,4577,5567,5567,5567
17,Back Bay,2017-01-31,5743,5743,5743,5743,5743,5030,4716,5743,5743,3600,2553,3631,2985,2815,4003,4031,4031,5743,4031,5743,5743,5743,5743,5712,4274,5588,5588,5588,5743,5743,5743,5743,5743,5743,5743,5743,5743,5743,5743,0,5743,5743,5743,5712,5743,5743,5743,5743,5743,5743,5724,5743,5743,5743,5650,5743,5743,5743,186,5743,930,1550,1986,4055,5743,5743,5743,5743,5743,0,5743,5743,5743,5743,5743,5743,4718,4718,4625,4625,4625,4625,4625,4625,4594,5743,0,0,5743,5743,5743,5743,5743,4718,5743,5743,5743
18,Back Bay,2017-02-28,5020,5020,5020,5020,5020,4376,4067,5020,5020,3057,2104,3083,2528,2326,3452,3499,3499,5020,3499,5020,5020,5020,5020,4992,3759,4856,4856,4856,5020,5020,5020,5020,5020,5020,5020,5020,5020,5020,5020,0,5020,5020,5020,4992,5020,5020,5020,5020,5020,5020,5020,5020,5020,5020,4936,5020,5020,5020,166,5020,868,1370,1786,3533,5020,5020,5020,5020,5020,0,5020,5020,5020,5020,5020,5020,4059,4059,3947,3947,3947,3947,3947,3947,3919,5020,0,0,5020,5020,5020,5020,5020,4059,5020,5020,5020
19,Back Bay,2017-03-31,4821,4821,4821,4821,4821,4135,3847,4821,4821,2788,1831,2738,2469,1995,3324,3349,3349,4821,3349,4821,4821,4821,4821,4790,3794,4635,4635,4635,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,0,4821,4821,4821,4790,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4728,4821,4821,4821,186,4821,843,1401,1651,3307,4821,4821,4821,4821,4821,0,4821,4821,4821,4821,4821,4821,4081,4081,3957,3957,3957,3957,3957,3957,3926,4821,0,0,4821,4821,4821,4821,4821,4081,4821,4821,4821
20,Back Bay,2017-04-30,4419,4419,4419,4419,4419,3769,3543,4419,4419,2540,1639,2492,2305,1829,3101,3062,3062,4419,3062,4419,4419,4419,4419,4393,3503,4245,4245,4245,4419,4419,4419,4419,4419,4419,4419,4419,4419,4419,4419,0,4419,4419,4419,4389,4419,4419,4419,4419,4419,4419,4419,4419,4419,4419,4329,4419,4419,4419,180,4419,780,1315,1481,3044,4419,4419,4419,4419,4419,0,4419,4419,4419,4419,4419,4419,3776,3776,3656,3656,3656,3656,3656,3656,3626,4419,0,0,4419,4419,4419,4419,4419,3776,4419,4419,4419
21,Back Bay,2017-05-31,4425,4425,4425,4425,4425,3743,3681,4425,4425,2605,1684,2549,2328,1862,3189,3004,3004,4425,3004,4425,4425,4425,4425,4394,3487,4239,4239,4239,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,0,4425,4425,4425,4394,4425,4425,4425,4425,4425,4425,4425,4425,4425,4425,4332,4425,4425,4425,179,4425,826,1382,1526,3176,4425,4425,4425,4425,4425,0,4425,4425,4425,4425,4425,4425,3738,3738,3614,3614,3614,3614,3614,3614,3583,4425,0,0,4425,4425,4425,4425,4425,3738,4425,4425,4425
22,Back Bay,2017-06-30,4455,4455,4455,4455,4455,3795,3708,4455,4455,2658,1755,2571,2392,1929,3228,3062,3062,4455,3062,4455,4455,4455,4455,4425,3484,4248,4248,4248,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,0,4455,4455,4455,4425,4455,4455,4455,4455,4455,4455,4455,4455,4455,4455,4365,4455,4455,4455,176,4455,840,1376,1490,3159,4455,4455,4455,4455,4455,0,4455,4455,4455,4455,4455,4455,3750,3750,3630,3630,3630,3630,3630,3630,3600,4455,0,0,4455,4455,4455,4455,4455,3750,4455,4455,4455
23,Back Bay,2017-07-31,4674,4674,4674,4674,4674,3992,3868,4674,4674,2783,1835,2690,2504,2051,3372,3174,3174,4674,3174,4674,4674,4674,4674,4643,3664,4456,4456,4456,4674,4674,4674,4674,4674,4674,4674,4674,4674,4674,4674,0,4674,4674,4674,4643,4674,4674,4674,4674,4674,4674,4674,4674,4674,4674,4581,4674,4674,4674,186,4674,868,1427,1547,3340,4674,4674,4674,4674,4674,0,4674,4674,4674,4674,4674,4674,3943,3943,3819,3819,3819,3819,3819,3819,3788,4674,0,0,4674,4674,4674,4674,4674,3943,4674,4674,4674
24,Back Bay,2017-08-31,4693,4693,4693,4693,4693,4011,3887,4693,4693,2802,1856,2709,2523,2073,3391,3189,3189,4693,3189,4693,4693,4693,4693,4662,3685,4476,4476,4476,4693,4693,4693,4693,4693,4693,4693,4693,4693,4693,4693,0,4693,4693,4693,4662,4693,4693,4693,4693,4693,4693,4693,4693,4693,4693,4600,4693,4693,4693,186,4693,868,1426,1562,3360,4693,4693,4693,4693,4693,0,4693,4693,4693,4693,4693,4693,3953,3953,3829,3829,3829,3829,3829,3829,3798,4693,0,0,4693,4693,4693,4693,4693,3953,4693,4693,4693
25,Back Bay,2017-09-30,759,759,759,759,759,649,634,759,759,459,300,444,414,340,554,520,520,759,520,759,759,759,759,754,595,724,724,724,759,759,759,759,759,759,759,759,759,759,759,0,759,759,759,754,759,759,759,759,759,759,759,759,759,759,744,759,759,759,30,759,145,230,259,544,759,759,759,759,759,0,759,759,759,759,759,759,639,639,619,619,619,619,619,619,614,759,0,0,759,759,759,759,759,639,759,759,759
26,Beacon Hill,2016-09-30,562,562,562,562,562,553,461,562,562,423,292,456,416,370,344,338,338,562,338,562,562,562,562,562,461,512,512,512,562,562,562,562,562,562,562,562,562,562,562,0,562,562,562,562,562,562,562,562,562,562,562,562,562,562,560,562,562,562,5,562,139,99,278,386,562,562,562,562,562,0,562,562,562,562,562,562,524,524,524,499,499,499,499,499,499,562,0,0,562,562,562,562,562,524,562,562,562
27,Beacon Hill,2016-10-31,1317,1317,1317,1317,1317,1292,1141,1317,1317,1053,784,1083,995,828,971,774,774,1317,774,1317,1317,1317,1317,1317,1030,1255,1255,1255,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,0,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,1311,1317,1317,1317,22,1317,400,330,693,934,1317,1317,1317,1317,1317,0,1317,1317,1317,1317,1317,1317,1231,1231,1231,1200,1200,1200,1200,1200,1200,1317,0,0,1317,1317,1317,1317,1317,1231,1317,1317,1317
28,Beacon Hill,2016-11-30,2233,2233,2233,2233,2233,2177,1896,2233,2233,1723,1371,1751,1662,1217,1687,1272,1272,2233,1272,2233,2233,2233,2233,2233,1619,2141,2141,2141,2233,2233,2233,2233,2233,2233,2233,2233,2233,2233,2233,0,2233,2233,2233,2233,2233,2233,2233,2233,2233,2233,2233,2233,2233,2233,2233,2233,2233,2233,27,2233,527,465,990,1603,2233,2233,2233,2233,2233,0,2233,2233,2233,2233,2233,2233,2051,2051,2051,2021,2021,2021,2021,2021,2021,2233,0,0,2233,2233,2233,2233,2233,2051,2233,2233,2233
29,Beacon Hill,2016-12-31,2522,2522,2522,2522,2522,2434,2046,2522,2522,1805,1495,1808,1721,1272,1875,1549,1549,2522,1549,2522,2522,2522,2522,2522,1742,2398,2398,2398,2522,2522,2522,2522,2522,2522,2522,2522,2522,2522,2522,0,2522,2522,2522,2522,2522,2522,2522,2522,2522,2522,2522,2522,2522,2522,2516,2522,2522,2522,53,2522,618,579,1131,1796,2522,2522,2522,2522,2522,0,2522,2522,2522,2522,2522,2522,2301,2301,2301,2270,2270,2270,2270,2270,2270,2522,0,0,2522,2522,2522,2522,2522,2301,2522,2522,2522
30,Beacon Hill,2017-01-31,2725,2725,2725,2725,2725,2632,2269,2725,2725,1928,1618,1959,1928,1462,2085,1717,1717,2725,1717,2725,2725,2725,2725,2725,1926,2601,2601,2601,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,0,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2694,2725,2725,2725,62,2725,778,717,1314,2027,2725,2725,2725,2725,2725,0,2725,2725,2725,2725,2725,2725,2508,2508,2508,2477,2477,2477,2477,2477,2477,2725,0,0,2725,2725,2725,2725,2725,2508,2725,2725,2725
31,Beacon Hill,2017-02-28,2519,2519,2519,2519,2519,2435,2126,2519,2519,1818,1510,1846,1818,1398,1937,1559,1559,2519,1559,2519,2519,2519,2519,2519,1815,2407,2407,2407,2519,2519,2519,2519,2519,2519,2519,2519,2519,2519,2519,0,2519,2519,2519,2519,2519,2519,2519,2519,2519,2519,2519,2519,2519,2519,2491,2519,2519,2519,56,2519,749,672,1233,1822,2519,2519,2519,2519,2519,0,2519,2519,2519,2519,2519,2519,2323,2323,2323,2295,2295,2295,2295,2295,2295,2519,0,0,2519,2519,2519,2519,2519,2323,2519,2519,2519
32,Beacon Hill,2017-03-31,2611,2611,2611,2611,2611,2518,2231,2611,2611,1890,1576,1921,1890,1425,2016,1588,1588,2611,1588,2611,2611,2611,2611,2611,1893,2541,2541,2541,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,0,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2580,2611,2611,2611,62,2611,772,710,1326,1952,2611,2611,2611,2611,2611,0,2611,2611,2611,2611,2611,2611,2448,2448,2448,2417,2417,2417,2417,2417,2417,2611,0,0,2611,2611,2611,2611,2611,2448,2611,2611,2611
33,Beacon Hill,2017-04-30,2444,2444,2444,2444,2444,2362,2075,2444,2444,1756,1474,1786,1753,1310,1875,1487,1487,2444,1487,2444,2444,2444,2444,2444,1775,2384,2384,2384,2444,2444,2444,2444,2444,2444,2444,2444,2444,2444,2444,0,2444,2444,2444,2444,2444,2444,2444,2444,2444,2444,2444,2444,2444,2444,2420,2444,2444,2444,60,2444,723,692,1219,1829,2444,2444,2444,2444,2444,0,2444,2444,2444,2444,2444,2444,2294,2294,2294,2264,2264,2264,2264,2264,2264,2444,0,0,2444,2444,2444,2444,2444,2294,2444,2444,2444
34,Beacon Hill,2017-05-31,2542,2542,2542,2542,2542,2449,2170,2542,2542,1832,1527,1863,1834,1369,2000,1529,1529,2542,1529,2542,2542,2542,2542,2542,1809,2480,2480,2480,2542,2542,2542,2542,2542,2542,2542,2542,2542,2542,2542,0,2542,2542,2542,2542,2542,2542,2542,2542,2542,2542,2542,2542,2542,2542,2511,2542,2542,2542,62,2542,759,736,1288,1903,2542,2542,2542,2542,2542,0,2542,2542,2542,2542,2542,2542,2387,2387,2387,2356,2356,2356,2356,2356,2356,2542,0,0,2542,2542,2542,2542,2542,2387,2542,2542,2542
35,Beacon Hill,2017-06-30,2618,2618,2618,2618,2618,2529,2231,2618,2618,1865,1558,1895,1875,1434,2091,1529,1529,2618,1529,2618,2618,2618,2618,2618,1908,2558,2558,2558,2618,2618,2618,2618,2618,2618,2618,2618,2618,2618,2618,0,2618,2618,2618,2618,2618,2618,2618,2618,2618,2618,2618,2618,2618,2618,2592,2618,2618,2618,60,2618,773,750,1319,1946,2618,2618,2618,2618,2618,0,2618,2618,2618,2618,2618,2618,2468,2468,2468,2438,2438,2438,2438,2438,2438,2618,0,0,2618,2618,2618,2618,2618,2468,2618,2618,2618
36,Beacon Hill,2017-07-31,2741,2741,2741,2741,2741,2652,2338,2741,2741,1939,1633,1970,1970,1540,2191,1604,1604,2741,1604,2741,2741,2741,2741,2741,2032,2679,2679,2679,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,0,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2710,2741,2741,2741,62,2741,833,798,1422,2038,2741,2741,2741,2741,2741,0,2741,2741,2741,2741,2741,2741,2586,2586,2586,2555,2555,2555,2555,2555,2555,2741,0,0,2741,2741,2741,2741,2741,2586,2741,2741,2741
37,Beacon Hill,2017-08-31,2814,2814,2814,2814,2814,2721,2411,2814,2814,2008,1698,2039,2039,1605,2256,1638,1638,2814,1638,2814,2814,2814,2814,2814,2101,2752,2752,2752,2814,2814,2814,2814,2814,2814,2814,2814,2814,2814,2814,0,2814,2814,2814,2814,2814,2814,2814,2814,2814,2814,2814,2814,2814,2814,2783,2814,2814,2814,62,2814,868,837,1481,2101,2814,2814,2814,2814,2814,0,2814,2814,2814,2814,2814,2814,2659,2659,2659,2628,2628,2628,2628,2628,2628,2814,0,0,2814,2814,2814,2814,2814,2659,2814,2814,2814
38,Beacon Hill,2017-09-30,453,453,453,453,453,438,393,453,453,328,275,333,333,263,363,263,263,453,263,453,453,453,453,453,338,443,443,443,453,453,453,453,453,453,453,453,453,453,453,0,453,453,453,453,453,453,453,453,453,453,453,453,453,453,448,453,453,453,10,453,140,135,243,338,453,453,453,453,453,0,453,453,453,453,453,453,428,428,428,423,423,423,423,423,423,453,0,0,453,453,453,453,453,428,453,453,453
39,Brookline,2016-09-30,39,39,39,39,39,39,22,39,39,19,19,22,19,22,19,39,39,39,39,39,39,39,39,39,22,39,39,39,39,39,39,39,39,39,39,39,39,39,39,0,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,0,39,0,0,3,22,39,39,39,39,39,0,39,39,39,39,39,39,3,3,3,3,3,3,3,3,3,39,0,0,39,39,39,39,39,3,39,39,39
40,Brookline,2016-10-31,144,144,144,144,144,144,91,144,144,62,62,72,53,72,62,144,144,144,144,144,144,144,144,144,91,113,113,113,144,144,144,144,144,144,144,144,144,144,144,0,144,144,144,135,144,144,144,144,144,144,144,144,144,144,144,144,144,144,0,144,19,19,10,85,144,144,144,144,144,0,144,144,144,144,144,144,10,10,10,10,10,10,10,10,10,144,0,0,144,144,144,144,144,10,144,144,144
41,Brookline,2016-11-30,91,91,91,91,91,91,61,91,91,45,45,61,45,61,45,91,91,91,91,91,91,91,91,91,61,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0,91,0,0,16,61,91,91,91,91,91,0,91,91,91,91,91,91,16,16,16,16,16,16,16,16,16,91,0,0,91,91,91,91,91,16,91,91,91
42,Brookline,2016-12-31,97,97,97,97,97,97,65,97,97,31,31,53,31,53,31,97,97,97,97,97,97,97,97,97,65,96,96,96,97,97,97,97,97,97,97,97,97,97,97,0,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,0,97,12,12,22,54,97,97,97,97,97,0,97,97,97,97,97,97,22,22,22,22,22,22,22,22,22,97,0,0,97,97,97,97,97,22,97,97,97
43,Brookline,2017-01-31,92,92,92,92,92,92,61,92,92,31,31,61,31,61,31,92,92,92,92,92,92,92,92,92,61,92,92,92,92,92,92,92,92,92,92,92,92,92,92,0,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,0,92,0,0,30,61,92,92,92,92,92,0,92,92,92,92,92,92,30,30,30,30,30,30,30,30,30,92,0,0,92,92,92,92,92,30,92,92,92
44,Brookline,2017-02-28,56,56,56,56,56,56,28,56,56,0,0,28,0,28,0,56,56,56,56,56,56,56,56,56,28,56,56,56,56,56,56,56,56,56,56,56,56,56,56,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,0,56,0,0,28,28,56,56,56,56,56,0,56,56,56,56,56,56,28,28,28,28,28,28,28,28,28,56,0,0,56,56,56,56,56,28,56,56,56
45,Brookline,2017-03-31,62,62,62,62,62,62,31,62,62,0,0,31,0,31,0,62,62,62,62,62,62,62,62,62,31,62,62,62,62,62,62,62,62,62,62,62,62,62,62,0,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,0,62,0,0,31,31,62,62,62,62,62,0,62,62,62,62,62,62,31,31,31,31,31,31,31,31,31,62,0,0,62,62,62,62,62,31,62,62,62
46,Brookline,2017-04-30,69,69,69,69,69,69,39,69,69,12,12,39,12,39,12,69,69,69,69,69,69,69,69,69,39,69,69,69,69,69,69,69,69,69,69,69,69,69,69,0,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,0,69,0,0,27,39,69,69,69,69,69,0,69,69,69,69,69,69,27,27,27,27,27,27,27,27,27,69,0,0,69,69,69,69,69,27,69,69,69
47,Brookline,2017-05-31,85,85,85,85,85,85,54,85,85,23,23,54,23,54,23,85,85,85,85,85,85,85,85,85,54,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0,85,0,0,31,54,85,85,85,85,85,0,85,85,85,85,85,85,31,31,31,31,31,31,31,31,31,85,0,0,85,85,85,85,85,31,85,85,85
